File	GenProg Repair Status without PREP	GenProg Repair Status with PREP	Category
temp-301-A-bug-3687906-3687910	Repair Found	Repair Found	1
temp-301-A-bug-6030783-6030796	Repair Found	Repair Found	1
temp-301-A-bug-8072304-8072341	Repair Found	Repair Found	1
temp-302-A-bug-17556405-17556437	Repair Found	Repair Found	1
temp-302-B-bug-3722255-3722312	Repair Found	Repair Found	1
temp-302-B-bug-4477762-4477811	Repair Found	Repair Found	1
temp-302-C-bug-4052052-4052069	Repair Found	Repair Found	1
temp-304-B-bug-4040546-4040548	Repair Found	Repair Found	1
temp-304-B-bug-4330063-4330071	Repair Found	Repair Found	1
temp-305-A-bug-15890793-15890864	Repair Found	Repair Found	1
temp-305-B-bug-4534652-4534657	Repair Found	Repair Found	1
temp-305-C-bug-3743141-3743201	Repair Found	Repair Found	1
temp-30-B-bug-14271363-14271452	Repair Found	Repair Found	1
temp-312-A-bug-4211189-4211190	Repair Found	Repair Found	1
temp-313-B-bug-15165597-15165618	Repair Found	Repair Found	1
temp-315-A-bug-6149995-6150754	Repair Found	Repair Found	1
temp-315-A-bug-8342400-8342437	Repair Found	Repair Found	1
temp-315-A-bug-8649287-8687189	Repair Found	Repair Found	1
temp-315-D-bug-3844951-3844955	Repair Found	Repair Found	1
temp-316-A2-bug-3876995-3877003	Repair Found	Repair Found	1
temp-316-D3-bug-3874196-3874347	Repair Found	Repair Found	1
temp-317-A-bug-9483142-9483159	Repair Found	Repair Found	1
temp-318-A-bug-17923580-17923594	Repair Found	Repair Found	1
temp-318-A-bug-18027230-18027237	Repair Found	Repair Found	1
temp-31-A-bug-17853226-17861117	Repair Found	Repair Found	1
temp-31-A-bug-6988408-6988411	Repair Found	Repair Found	1
temp-31-B-bug-10514546-10514583	Repair Found	Repair Found	1
temp-31-B-bug-10514554-10514583	Repair Found	Repair Found	1
temp-31-B-bug-10514570-10514583	Repair Found	Repair Found	1
temp-31-B-bug-14288247-14288278	Repair Found	Repair Found	1
temp-31-B-bug-6435804-6435825	Repair Found	Repair Found	1
temp-320-A-bug-13868593-13868728	Repair Found	Repair Found	1
temp-320-A-bug-16763087-16763591	Repair Found	Repair Found	1
temp-320-B-bug-3958670-3958707	Repair Found	Repair Found	1
temp-321-A-bug-4080393-4099417	Repair Found	Repair Found	1
temp-322-A-bug-10641504-10641539	Repair Found	Repair Found	1
temp-322-B-bug-12162423-12162461	Repair Found	Repair Found	1
temp-322-C-bug-5872624-5872634	Repair Found	Repair Found	1
temp-325-A-bug-4061814-4061951	Repair Found	Repair Found	1
temp-325-A-bug-4069031-4069088	Repair Found	Repair Found	1
temp-325-A-bug-4069075-4069088	Repair Found	Repair Found	1
temp-325-A-bug-4546962-4546969	Repair Found	Repair Found	1
temp-325-A-bug-4757515-4757594	Repair Found	Repair Found	1
temp-327-A-bug-18044952-18045017	Repair Found	Repair Found	1
temp-327-C-bug-4078705-4078707	Repair Found	Repair Found	1
temp-328-B-bug-4080800-4080805	Repair Found	Repair Found	1
temp-329-B-bug-6006442-6006450	Repair Found	Repair Found	1
temp-330-B-bug-16561986-16561997	Repair Found	Repair Found	1
temp-330-C-bug-4119925-4120324	Repair Found	Repair Found	1
temp-331-C1-bug-4091950-4092415	Repair Found	Repair Found	1
temp-332-A-bug-4164851-4164917	Repair Found	Repair Found	1
temp-332-A-bug-4173656-4173709	Repair Found	Repair Found	1
temp-332-A-bug-4324852-4324866	Repair Found	Repair Found	1
temp-333-D-bug-17031841-17031895	Repair Found	Repair Found	1
temp-334-B-bug-4199030-4199040	Repair Found	Repair Found	1
temp-334-B-bug-4247038-4247041	Repair Found	Repair Found	1
temp-334-B-bug-4330258-4330263	Repair Found	Repair Found	1
temp-336-A-bug-11394760-11394769	Repair Found	Repair Found	1
temp-337-A-bug-17700524-17700599	Repair Found	Repair Found	1
temp-337-A-bug-17713403-17713439	Repair Found	Repair Found	1
temp-337-A-bug-17720226-17720281	Repair Found	Repair Found	1
temp-337-A-bug-17999782-17999975	Repair Found	Repair Found	1
temp-337-A-bug-18018076-18018102	Repair Found	Repair Found	1
temp-337-A-bug-18033613-18034576	Repair Found	Repair Found	1
temp-337-A-bug-18220351-18220395	Repair Found	Repair Found	1
temp-337-A-bug-18227162-18227183	Repair Found	Repair Found	1
temp-337-C-bug-7933455-7933490	Repair Found	Repair Found	1
temp-339-A-bug-18118104-18118176	Repair Found	Repair Found	1
temp-339-C-bug-4534723-4534747	Repair Found	Repair Found	1
temp-339-C-bug-7361204-7361256	Repair Found	Repair Found	1
temp-339-C-bug-7361234-7361256	Repair Found	Repair Found	1
temp-339-C-bug-7361248-7361256	Repair Found	Repair Found	1
temp-339-D-bug-6713715-6713721	Repair Found	Repair Found	1
temp-340-A-bug-15598421-15598438	Repair Found	Repair Found	1
temp-342-A-bug-10728293-10728304	Repair Found	Repair Found	1
temp-342-A-bug-11115345-11115428	Repair Found	Repair Found	1
temp-342-A-bug-4707133-4707173	Repair Found	Repair Found	1
temp-342-A-bug-7211581-7211608	Repair Found	Repair Found	1
temp-342-B-bug-4426110-4426125	Repair Found	Repair Found	1
temp-342-B-bug-4426835-4426893	Repair Found	Repair Found	1
temp-342-B-bug-4426866-4426893	Repair Found	Repair Found	1
temp-342-B-bug-6787866-6787882	Repair Found	Repair Found	1
temp-344-A-bug-17290259-17290309	Repair Found	Repair Found	1
temp-344-A-bug-18103543-18103567	Repair Found	Repair Found	1
temp-344-B-bug-17327402-17327661	Repair Found	Repair Found	1
temp-344-D-bug-17956184-17956259	Repair Found	Repair Found	1
temp-346-A-bug-5781133-5781150	Repair Found	Unknown	Unknown
temp-347-A-bug-6892948-6892963	Repair Found	Repair Found	1
temp-347-B-bug-12150950-12150970	Repair Found	Repair Found	1
temp-347-C-bug-16875259-16875452	Repair Found	Repair Found	1
temp-347-C-bug-16875285-16875452	Repair Found	Repair Found	1
temp-347-C-bug-6646560-6646568	Repair Found	Repair Found	1
temp-347-C-bug-7326291-7326309	Repair Found	Repair Found	1
temp-349-A-bug-16652430-16652504	Repair Found	Repair Found	1
temp-349-A-bug-18131455-18131470	Repair Found	Repair Found	1
temp-34-A-bug-11354920-11354982	Repair Found	Repair Found	1
temp-34-A-bug-7646053-7646105	Repair Found	Repair Found	1
temp-34-B-bug-12819581-12819591	Repair Found	Repair Found	1
temp-34-B-bug-15790037-15790052	Repair Found	Repair Found	1
temp-34-B-bug-17597636-17597702	Repair Found	Repair Found	1
temp-34-C-bug-148501-148662	Repair Found	Repair Found	1
temp-350-A-bug-11593495-11593533	Repair Found	Repair Found	1
temp-350-A-bug-13069733-13069761	Repair Found	Repair Found	1
temp-350-A-bug-13284533-13284599	Repair Found	Repair Found	1
temp-350-B-bug-4632118-4632388	Repair Found	Repair Found	1
temp-350-B-bug-4632248-4632388	Repair Found	Repair Found	1
temp-352-A-bug-13931414-13931440	Repair Found	Repair Found	1
temp-352-A-bug-14300008-14300044	Repair Found	Repair Found	1
temp-352-A-bug-16590509-16590523	Repair Found	Repair Found	1
temp-353-A-bug-13495110-13495156	Repair Found	Repair Found	1
temp-353-A-bug-13999567-13999588	Repair Found	Repair Found	1
temp-355-B-bug-7652589-7652710	Repair Found	Repair Found	1
temp-355-B-bug-7652709-7652743	Repair Found	Repair Found	1
temp-355-B-bug-7653132-7653197	Repair Found	Repair Found	1
temp-355-B-bug-7653189-7653251	Repair Found	Repair Found	1
temp-357-A-bug-17835626-17835664	Repair Found	Repair Found	1
temp-357-A-bug-17835662-17835664	Repair Found	Repair Found	1
temp-357-A-bug-17838979-17838990	Repair Found	Repair Found	1
temp-357-B-bug-17317912-17317915	Repair Found	Repair Found	1
temp-357-B-bug-4849399-4849435	Repair Found	Repair Found	1
temp-357-E-bug-4865459-4865483	Repair Found	Repair Found	1
temp-358-A-bug-14050425-14050437	Repair Found	Repair Found	1
temp-358-A-bug-14050431-14050437	Repair Found	Repair Found	1
temp-358-B-bug-10658746-10658793	Repair Found	Repair Found	1
temp-358-B-bug-5017905-5017917	Repair Found	Repair Found	1
temp-359-A-bug-12600426-12600459	Repair Found	Repair Found	1
temp-359-A-bug-12810506-12810511	Repair Found	Repair Found	1
temp-359-A-bug-16538011-16538030	Repair Found	Repair Found	1
temp-359-A-bug-17945891-17946129	Repair Found	Repair Found	1
temp-359-A-bug-5624380-5624386	Repair Found	Repair Found	1
temp-359-D-bug-6396326-6396333	Repair Found	Repair Found	1
temp-360-B-bug-5113185-5113199	Repair Found	Repair Found	1
temp-361-A-bug-15736533-15736654	Repair Found	Repair Found	1
temp-362-A-bug-5354763-5354769	Repair Found	Repair Found	1
temp-363-A-bug-18284886-18284905	Repair Found	Repair Found	1
temp-363-C-bug-13754002-13754097	Repair Found	Repair Found	1
temp-363-C-bug-5405641-5405684	Repair Found	Repair Found	1
temp-365-A-bug-12905209-12905248	Repair Found	Repair Found	1
temp-365-A-bug-13314934-13314960	Repair Found	Repair Found	1
temp-365-A-bug-14907005-14907262	Repair Found	Repair Found	1
temp-365-A-bug-17262691-17262721	Repair Found	Repair Found	1
temp-365-B-bug-11573175-11573200	Repair Found	Repair Found	1
temp-365-B-bug-15392336-15392663	Repair Found	Repair Found	1
temp-365-B-bug-17391844-17391871	Repair Found	Repair Found	1
temp-366-A-bug-5512926-5512961	Repair Found	Repair Found	1
temp-366-B-bug-5240575-5240582	Repair Found	Repair Found	1
temp-368-A-bug-10056259-10056302	Repair Found	Repair Found	1
temp-368-A-bug-13052898-13052963	Repair Found	Repair Found	1
temp-368-B-bug-10783633-10783673	Repair Found	Repair Found	1
temp-368-B-bug-10783650-10783673	Repair Found	Repair Found	1
temp-368-B-bug-11261551-11261586	Repair Found	Repair Found	1
temp-368-C-bug-5250850-5251229	Repair Found	Repair Found	1
temp-368-C-bug-5551135-5551144	Repair Found	Repair Found	1
temp-369-A-bug-10273724-10273842	Repair Found	Repair Found	1
temp-369-A-bug-13250132-13250183	Repair Found	Repair Found	1
temp-369-A-bug-15438550-15438572	Repair Found	Repair Found	1
temp-370-A-bug-15689114-15689140	Repair Found	Repair Found	1
temp-370-B-bug-5370304-5370466	Repair Found	Repair Found	1
temp-370-B-bug-5376603-5376642	Repair Found	Repair Found	1
temp-370-C-bug-5373416-5373586	Repair Found	Repair Found	1
temp-371-A-bug-5449075-5449090	Repair Found	Repair Found	1
temp-371-C-bug-5402655-5402672	Repair Found	Repair Found	1
temp-371-C-bug-5402667-5402672	Repair Found	Repair Found	1
temp-371-C-bug-5402669-5402672	Repair Found	Repair Found	1
temp-373-A-bug-17509728-17509797	Repair Found	Repair Found	1
temp-373-A-bug-6872879-6872885	Repair Found	Repair Found	1
temp-373-C-bug-11400075-11400086	Repair Found	Repair Found	1
temp-374-A-bug-16321915-16321928	Repair Found	Repair Found	1
temp-374-A-bug-5487069-5487079	Repair Found	Repair Found	1
temp-375-A-bug-5781086-5781088	Repair Found	Repair Found	1
temp-376-A-bug-16700130-16700468	Repair Found	Repair Found	1
temp-376-B-bug-5778098-5778153	Repair Found	Repair Found	1
temp-376-C-bug-7329404-7329433	Repair Found	Repair Found	1
temp-378-B-bug-5559657-5560108	Repair Found	Repair Found	1
temp-379-A-bug-17562853-17563167	Repair Found	Repair Found	1
temp-379-B-bug-12966444-12966447	Repair Found	Repair Found	1
temp-379-B-bug-9358367-9358407	Repair Found	Repair Found	1
temp-37-A-bug-15572418-15572426	Repair Found	Repair Found	1
temp-37-A-bug-16085824-16085923	Repair Found	Repair Found	1
temp-381-A-bug-10612120-10612131	Repair Found	Repair Found	1
temp-381-B-bug-5728270-5728273	Repair Found	Repair Found	1
temp-382-A-bug-15682317-15682478	Repair Found	Repair Found	1
temp-382-A-bug-15851435-15851450	Repair Found	Repair Found	1
temp-382-A-bug-6714586-6714619	Repair Found	Repair Found	1
temp-382-C-bug-14873769-14873812	Repair Found	Repair Found	1
temp-382-C-bug-14873788-14873812	Repair Found	Repair Found	1
temp-385-A-bug-12308294-12308311	Repair Found	Repair Found	1
temp-385-B-bug-11063177-11063186	Repair Found	Repair Found	1
temp-385-B-bug-17596493-17596993	Repair Found	Repair Found	1
temp-385-B-bug-6898992-6898998	Repair Found	Repair Found	1
temp-385-B-bug-9431521-9431545	Repair Found	Repair Found	1
temp-386-B-bug-5706600-5706617	Repair Found	Repair Found	1
temp-386-B-bug-5804004-5804414	Repair Found	Repair Found	1
temp-386-B-bug-5861676-5861691	Repair Found	Repair Found	1
temp-387-A-bug-10535551-10535573	Repair Found	Repair Found	1
temp-387-A-bug-13476571-13476696	Repair Found	Repair Found	1
temp-387-B-bug-9408571-9409003	Repair Found	Repair Found	1
temp-388-A-bug-10430828-10430842	Repair Found	Repair Found	1
temp-388-A-bug-7207102-7207148	Repair Found	Repair Found	1
temp-389-A-bug-14342755-14342819	Repair Found	Repair Found	1
temp-389-C-bug-15491391-15491480	Repair Found	Repair Found	1
temp-38-A-bug-13583050-13583168	Repair Found	Repair Found	1
temp-38-A-bug-13584655-13584657	Repair Found	Repair Found	1
temp-38-A-bug-14999208-14999227	Repair Found	Repair Found	1
temp-38-B-bug-6612242-6612267	Repair Found	Repair Found	1
temp-38-B-bug-6667973-6668109	Repair Found	Repair Found	1
temp-393-A-bug-10224824-10224841	Repair Found	Repair Found	1
temp-393-A-bug-12975319-12975331	Repair Found	Repair Found	1
temp-393-A-bug-13882866-13882981	Repair Found	Repair Found	1
temp-393-A-bug-13915086-13915488	Repair Found	Repair Found	1
temp-393-A-bug-13915169-13915488	Repair Found	Repair Found	1
temp-393-C-bug-6164753-6164776	Repair Found	Repair Found	1
temp-394-B-bug-6063345-6063352	Repair Found	Repair Found	1
temp-397-A-bug-15438102-15438137	Repair Found	Repair Found	1
temp-399-A-bug-18007016-18007035	Repair Found	Repair Found	1
temp-399-A-bug-6100324-6100345	Repair Found	Repair Found	1
temp-399-A-bug-6301206-6301231	Repair Found	Repair Found	1
temp-399-A-bug-6311202-6311263	Repair Found	Repair Found	1
temp-399-A-bug-8015613-8015921	Repair Found	Repair Found	1
temp-39-D-bug-161928-162131	Repair Found	Repair Found	1
temp-39-D-bug-161984-162131	Repair Found	Repair Found	1
temp-3-A-bug-17719912-17719919	Repair Found	Repair Found	1
temp-3-B-bug-12486334-12486339	Repair Found	Repair Found	1
temp-3-C-bug-17712535-17712546	Repair Found	Repair Found	1
temp-3-C-bug-17797656-17799616	Repair Found	Repair Found	1
temp-3-C-bug-17798091-17799616	Repair Found	Repair Found	1
temp-3-C-bug-17798218-17799616	Repair Found	Repair Found	1
temp-3-C-bug-17798507-17799616	Repair Found	Repair Found	1
temp-3-D-bug-10798826-10798879	Repair Found	Repair Found	1
temp-400-B-bug-5969807-5969814	Repair Found	Repair Found	1
temp-400-C-bug-5991406-5991427	Repair Found	Repair Found	1
temp-400-C-bug-6226963-6228708	Repair Found	Repair Found	1
temp-401-A-bug-17128775-17128797	Repair Found	Repair Found	1
temp-401-B-bug-6058622-6058651	Repair Found	Repair Found	1
temp-402-C-bug-6063209-6063246	Repair Found	Repair Found	1
temp-402-E-bug-6521995-6522007	Repair Found	Repair Found	1
temp-403-A-bug-6100742-6100800	Repair Found	Repair Found	1
temp-404-A-bug-18232033-18232087	Repair Found	Repair Found	1
temp-404-B-bug-12273432-12273443	Repair Found	Repair Found	1
temp-404-C-bug-11837655-11837677	Repair Found	Repair Found	1
temp-404-C-bug-6078651-6078849	Repair Found	Repair Found	1
temp-404-C-bug-6126358-6126371	Repair Found	Repair Found	1
temp-405-B-bug-12287356-12287584	Repair Found	Repair Found	1
temp-405-B-bug-6161287-6161316	Repair Found	Repair Found	1
temp-405-B-bug-9434593-9434605	Repair Found	Repair Found	1
temp-405-C-bug-6132120-6132131	Repair Found	Repair Found	1
temp-405-C-bug-6161386-6161394	Repair Found	Repair Found	1
temp-405-C-bug-6856848-6856855	Repair Found	Repair Found	1
temp-408-A-bug-6421253-6421255	Repair Found	Repair Found	1
temp-408-B-bug-9096840-9096851	Repair Found	Repair Found	1
temp-40-B-bug-180031-180149	Repair Found	Repair Found	1
temp-411-A-bug-14678684-14678713	Repair Found	Repair Found	1
temp-411-A-bug-17508041-17508258	Repair Found	Repair Found	1
temp-411-A-bug-9661639-9661654	Repair Found	Repair Found	1
temp-411-C-bug-14564632-14564676	Repair Found	Repair Found	1
temp-413-A-bug-6426946-6427103	Repair Found	Repair Found	1
temp-413-A-bug-6427086-6427103	Repair Found	Repair Found	1
temp-413-A-bug-6427118-6427179	Repair Found	Repair Found	1
temp-413-A-bug-6604635-6604651	Repair Found	Repair Found	1
temp-413-B-bug-6424843-6424886	Repair Found	Repair Found	1
temp-413-C-bug-6427798-6427987	Repair Found	Repair Found	1
temp-413-D-bug-6427814-6428023	Repair Found	Repair Found	1
temp-414-B-bug-6296673-6296691	Repair Found	Repair Found	1
temp-416-A-bug-17971582-17971586	Repair Found	Repair Found	1
temp-416-C-bug-6343870-6347436	Repair Found	Repair Found	1
temp-416-C-bug-6345762-6345771	Repair Found	Repair Found	1
temp-417-C-bug-10562766-10562777	Repair Found	Repair Found	1
temp-417-C-bug-6395490-6395601	Repair Found	Repair Not Found	3
temp-417-C-bug-6546859-6546862	Repair Found	Repair Found	1
temp-41-B-bug-1808417-1808430	Repair Found	Repair Found	1
temp-41-B-bug-1808429-1808430	Repair Found	Repair Found	1
temp-420-A-bug-14171953-14171970	Repair Found	Repair Found	1
temp-420-A-bug-14755133-14755144	Repair Found	Repair Found	1
temp-420-A-bug-16671795-16671832	Repair Found	Repair Found	1
temp-424-A-bug-10716608-10717940	Repair Found	Repair Found	1
temp-424-A-bug-13761215-13761254	Repair Found	Repair Found	1
temp-424-C-bug-6506468-6506505	Repair Found	Repair Found	1
temp-426-A-bug-10642962-10642976	Repair Found	Repair Not Found	3
temp-426-A-bug-11357649-11357655	Repair Found	Repair Found	1
temp-426-B-bug-6503769-6503770	Repair Found	Repair Found	1
temp-426-B-bug-6613323-6613350	Repair Found	Repair Found	1
temp-426-C-bug-6505337-6505340	Repair Found	Repair Found	1
temp-427-A-bug-14694510-14694520	Repair Found	Repair Found	1
temp-427-A-bug-16515052-16515086	Repair Found	Repair Found	1
temp-427-A-bug-17313902-17392896	Repair Found	Repair Found	1
temp-42-A-bug-542246-542248	Repair Found	Repair Found	1
temp-430-A-bug-6618281-6618282	Repair Found	Repair Found	1
temp-430-B-bug-8370695-8370706	Repair Found	Repair Found	1
temp-431-A-bug-13546989-13547094	Repair Found	Repair Found	1
temp-431-A-bug-15567431-15567445	Repair Found	Repair Found	1
temp-431-B-bug-6687996-6688001	Repair Found	Repair Found	1
temp-431-D-bug-8343949-8343978	Repair Found	Repair Found	1
temp-432-A-bug-15754444-15754454	Repair Found	Repair Found	1
temp-432-A-bug-17546299-17546352	Repair Found	Repair Found	1
temp-432-B-bug-9966655-9966666	Repair Found	Repair Found	1
temp-433-A-bug-14400500-14400526	Repair Found	Repair Found	1
temp-433-A-bug-14776196-14776225	Repair Found	Repair Found	1
temp-433-A-bug-15145352-15145379	Repair Found	Repair Found	1
temp-433-A-bug-15145370-15145379	Repair Found	Repair Found	1
temp-435-A-bug-17116256-17116702	Repair Found	Repair Found	1
temp-435-A-bug-17335691-17335724	Repair Found	Repair Found	1
temp-435-B-bug-6934491-6934528	Repair Found	Repair Found	1
temp-436-A-bug-11365558-11365682	Repair Found	Repair Found	1
temp-436-B-bug-6884376-6884684	Repair Found	Repair Found	1
temp-436-B-bug-6886536-6886547	Repair Found	Repair Found	1
temp-437-A-bug-13807814-13807948	Repair Found	Repair Found	1
temp-437-A-bug-15187701-15187707	Repair Found	Repair Found	1
temp-439-A-bug-17988357-17988390	Repair Found	Repair Found	1
temp-439-A-bug-18265827-18265858	Repair Found	Repair Found	1
temp-439-A-bug-18265853-18265858	Repair Found	Repair Found	1
temp-439-C-bug-6812085-6812237	Repair Found	Repair Found	1
temp-439-D-bug-7421327-7421338	Repair Found	Repair Found	1
temp-43-A-bug-14677884-14677976	Repair Found	Repair Found	1
temp-43-A-bug-14759205-14759240	Repair Found	Repair Found	1
temp-43-B-bug-2629143-2629156	Repair Found	Repair Found	1
temp-440-C-bug-6828150-6828315	Repair Found	Repair Found	1
temp-442-A-bug-6921835-6922047	Repair Found	Repair Found	1
temp-442-B-bug-12675757-12675767	Repair Found	Repair Found	1
temp-443-A-bug-17922719-17922797	Repair Found	Repair Found	1
temp-443-A-bug-18124028-18124048	Repair Found	Repair Found	1
temp-443-B-bug-8593289-8593382	Repair Found	Repair Found	1
temp-443-B-bug-9420148-9420170	Repair Found	Repair Found	1
temp-443-C-bug-6964781-6964797	Repair Found	Repair Found	1
temp-446-A-bug-11359632-11359651	Repair Found	Repair Found	1
temp-446-A-bug-14959887-14960051	Repair Found	Repair Found	1
temp-446-A-bug-17894979-17895024	Repair Found	Repair Found	1
temp-447-A-bug-13123465-13123475	Repair Found	Repair Found	1
temp-447-A-bug-18296332-18296341	Repair Found	Repair Found	1
temp-447-C-bug-8397418-8397430	Repair Found	Repair Found	1
temp-448-A-bug-16090142-16090184	Repair Found	Repair Found	1
temp-448-A-bug-17200683-17200698	Repair Found	Repair Found	1
temp-448-A-bug-17597123-17597130	Repair Found	Repair Found	1
temp-448-B-bug-10250808-10250838	Repair Found	Repair Found	1
temp-448-B-bug-10617841-10617857	Repair Found	Repair Found	1
temp-448-B-bug-17161698-17161735	Repair Found	Repair Found	1
temp-448-B-bug-17161714-17161735	Repair Found	Repair Found	1
temp-448-B-bug-18070874-18070902	Repair Found	Repair Found	1
temp-448-C-bug-18271280-18272589	Repair Found	Repair Found	1
temp-448-C-bug-7152091-7152094	Repair Found	Repair Found	1
temp-448-D-bug-13913580-13913626	Repair Found	Repair Found	1
temp-44-A-bug-1646893-1646899	Repair Found	Repair Found	1
temp-44-A-bug-1646896-1646899	Repair Found	Repair Found	1
temp-450-B-bug-12462315-12462327	Repair Found	Repair Found	1
temp-450-B-bug-15508851-15508915	Repair Found	Repair Found	1
temp-451-A-bug-17909644-17909654	Repair Found	Repair Found	1
temp-451-A-bug-18252349-18252359	Repair Found	Repair Found	1
temp-451-B-bug-17828525-17828568	Repair Found	Repair Found	1
temp-451-B-bug-17828554-17828568	Repair Found	Repair Found	1
temp-452-A-bug-14840634-14840650	Repair Found	Repair Found	1
temp-454-A-bug-14788727-14788751	Repair Found	Repair Found	1
temp-454-B-bug-14254146-14310411	Repair Found	Repair Found	1
temp-454-B-bug-14310358-14310411	Repair Found	Repair Found	1
temp-456-A-bug-16804940-16805304	Repair Found	Repair Found	1
temp-456-A-bug-18055124-18055259	Repair Found	Repair Found	1
temp-456-A-bug-18227110-18227127	Repair Found	Repair Found	1
temp-460-A-bug-17983350-17983371	Repair Found	Repair Found	1
temp-460-B-bug-15678392-15678418	Repair Found	Repair Found	1
temp-463-A-bug-14010974-14011136	Repair Found	Repair Found	1
temp-463-A-bug-15884342-15884375	Repair Found	Repair Found	1
temp-463-A-bug-17816573-17816583	Repair Found	Repair Found	1
temp-463-B-bug-11339381-11339383	Repair Found	Repair Found	1
temp-463-B-bug-15496189-15496207	Repair Found	Repair Found	1
temp-464-A-bug-7717049-7717069	Repair Found	Repair Found	1
temp-464-A-bug-7812986-7813009	Repair Found	Repair Found	1
temp-465-A-bug-15579570-15579608	Repair Found	Repair Found	1
temp-465-B-bug-16282461-16282524	Repair Found	Repair Found	1
temp-466-A-bug-17830015-17830047	Repair Found	Repair Found	1
temp-467-C-bug-8954220-8955118	Repair Found	Repair Found	1
temp-469-A-bug-18026769-18026789	Repair Found	Repair Found	1
temp-469-A-bug-18122777-18122796	Repair Found	Repair Found	1
temp-469-B-bug-12440186-12440424	Repair Found	Repair Found	1
temp-469-B-bug-14200083-14200231	Repair Found	Repair Found	1
temp-469-B-bug-15208335-15208369	Repair Found	Repair Found	1
temp-469-B-bug-15582537-15582571	Repair Found	Repair Found	1
temp-469-B-bug-8248222-8248281	Repair Found	Repair Found	1
temp-46-A-bug-14668797-14668859	Repair Found	Repair Found	1
temp-46-A-bug-5782659-5782666	Repair Found	Repair Found	1
temp-46-B-bug-207444-207641	Repair Found	Repair Found	1
temp-46-B-bug-3882481-3882490	Repair Found	Repair Found	1
temp-46-D-bug-209190-209757	Repair Found	Repair Found	1
temp-471-A-bug-18116605-18116641	Repair Found	Repair Found	1
temp-471-B-bug-13345617-13345636	Repair Found	Repair Found	1
temp-471-D-bug-10665674-10665726	Repair Found	Repair Found	1
temp-471-D-bug-10665713-10665726	Repair Found	Repair Found	1
temp-472-B-bug-12007804-12007855	Repair Found	Repair Found	1
temp-472-B-bug-9390780-9390795	Repair Found	Repair Found	1
temp-472-C-bug-11236821-11237290	Repair Found	Repair Found	1
temp-472-C-bug-11315043-11315053	Repair Found	Repair Found	1
temp-474-A-bug-14683024-14683054	Repair Found	Repair Found	1
temp-474-A-bug-15226851-15226912	Repair Found	Repair Found	1
temp-474-A-bug-18022668-18022684	Repair Found	Repair Found	1
temp-476-A-bug-17120700-17120704	Repair Found	Repair Found	1
temp-478-A-bug-18101490-18101578	Repair Found	Repair Found	1
temp-478-C-bug-11681252-11681268	Repair Found	Repair Found	1
temp-479-A-bug-18240880-18240906	Repair Found	Repair Found	1
temp-479-D-bug-11780844-11780877	Repair Found	Repair Found	1
temp-47-A-bug-17471702-17471768	Repair Found	Repair Found	1
temp-47-A-bug-17471716-17471768	Repair Found	Repair Found	1
temp-482-A-bug-17767307-17767312	Repair Found	Repair Found	1
temp-483-A-bug-15165128-15165240	Repair Found	Repair Found	1
temp-483-A-bug-16393748-16393781	Repair Found	Repair Found	1
temp-483-B-bug-9378742-9378770	Repair Found	Repair Found	1
temp-484-A-bug-10532837-10532845	Repair Found	Repair Found	1
temp-485-A-bug-13178230-13186933	Repair Found	Repair Found	1
temp-485-A-bug-13186784-13186933	Repair Found	Repair Found	1
temp-486-C-bug-17883008-17883033	Repair Found	Repair Found	1
temp-488-A-bug-15410864-15410870	Repair Found	Repair Found	1
temp-488-A-bug-17920837-17920847	Repair Found	Repair Found	1
temp-488-B-bug-8840134-8840140	Repair Found	Repair Found	1
temp-489-C-bug-16080835-16080969	Repair Found	Repair Found	1
temp-48-A-bug-18336507-18336566	Repair Found	Repair Found	1
temp-48-A-bug-221965-221966	Repair Found	Repair Found	1
temp-48-C-bug-255528-255531	Repair Found	Repair Found	1
temp-48-C-bug-255529-255531	Repair Found	Repair Found	1
temp-490-A-bug-14580360-14580456	Repair Found	Repair Found	1
temp-490-C-bug-9623374-9623441	Repair Found	Repair Found	1
temp-490-E-bug-8866315-8866373	Repair Found	Repair Found	1
temp-492-A-bug-16605752-16605812	Repair Found	Repair Found	1
temp-492-A-bug-16962428-16962431	Repair Found	Repair Found	1
temp-492-A-bug-17190485-17190512	Repair Found	Repair Found	1
temp-492-A-bug-17810749-17810764	Repair Found	Repair Found	1
temp-492-A-bug-18150812-18150830	Repair Found	Repair Found	1
temp-492-A-bug-18295098-18295112	Repair Found	Repair Found	1
temp-492-C-bug-11674425-11674429	Repair Found	Repair Found	1
temp-493-C-bug-11337158-11337166	Repair Found	Repair Found	1
temp-494-A-bug-10139010-10139025	Repair Found	Repair Found	1
temp-495-A-bug-11534750-11534818	Repair Found	Repair Found	1
temp-495-B-bug-11899854-11899868	Repair Found	Repair Found	1
temp-496-A-bug-15303159-15303846	Repair Found	Repair Found	1
temp-496-A-bug-15888080-15888141	Repair Found	Repair Found	1
temp-496-C-bug-10539529-10539536	Repair Found	Repair Found	1
temp-499-B-bug-18336591-18336663	Repair Found	Repair Found	1
temp-49-A-bug-11598208-11598303	Repair Found	Repair Found	1
temp-49-A-bug-11736842-11736846	Repair Found	Repair Found	1
temp-49-A-bug-15166209-15166224	Repair Found	Repair Found	1
temp-4-A-bug-18296125-18296147	Repair Found	Repair Found	1
