File	GenProg Repair Status without PREP	GenProg Repair Status with PREP	Category
temp-4-D-bug-17823560-17823584	Repair Found	Repair Found	1
temp-500-A-bug-17067750-17067776	Repair Found	Repair Found	1
temp-500-A-bug-17197349-17197373	Repair Found	Repair Found	1
temp-500-A-bug-17712845-17712860	Repair Found	Repair Found	1
temp-500-A-bug-17810784-17810794	Repair Found	Repair Found	1
temp-500-A-bug-18160029-18160094	Repair Found	Repair Found	1
temp-500-A-bug-18298071-18298124	Repair Found	Repair Found	1
temp-500-A-bug-18298093-18298124	Repair Found	Repair Found	1
temp-500-C-bug-11925082-11925093	Repair Found	Repair Found	1
temp-500-C-bug-9323818-9324379	Repair Found	Repair Found	1
temp-500-C-bug-9332515-9332530	Repair Found	Repair Found	1
temp-501-A-bug-15335649-15335702	Repair Found	Repair Found	1
temp-501-A-bug-15574478-15574531	Repair Found	Repair Found	1
temp-501-A-bug-17887043-17887046	Repair Found	Repair Found	1
temp-501-B-bug-10643923-10643992	Repair Found	Repair Found	1
temp-501-C-bug-9416146-9416176	Repair Found	Repair Found	1
temp-505-B-bug-11838805-11838927	Repair Found	Repair Found	1
temp-505-B-bug-9466756-9466844	Repair Found	Repair Found	1
temp-505-B-bug-9482021-9482036	Repair Found	Repair Found	1
temp-508-C-bug-11919951-11919973	Repair Found	Repair Found	1
temp-508-C-bug-9597427-9597472	Repair Found	Repair Found	1
temp-508-C-bug-9599685-9599842	Repair Found	Repair Found	1
temp-508-C-bug-9606566-9606584	Repair Found	Repair Found	1
temp-50-A-bug-18220815-18220839	Repair Found	Repair Found	1
temp-513-A-bug-15378423-15378429	Repair Found	Repair Found	1
temp-513-B1-bug-9770440-9770543	Repair Found	Repair Found	1
temp-513-B2-bug-13172231-13172292	Repair Found	Repair Found	1
temp-514-A-bug-16254446-16254521	Repair Found	Repair Found	1
temp-514-A-bug-16254510-16254521	Repair Found	Repair Found	1
temp-514-A-bug-16536847-16536919	Repair Found	Repair Found	1
temp-514-A-bug-16862357-16862487	Repair Found	Repair Found	1
temp-514-A-bug-17076575-17076589	Repair Found	Repair Found	1
temp-514-B-bug-14671782-14671792	Repair Found	Repair Found	1
temp-514-C-bug-10224933-10224936	Repair Found	Repair Found	1
temp-515-A-bug-16019620-16019646	Repair Found	Repair Found	1
temp-515-A-bug-17692754-17692783	Repair Found	Repair Found	1
temp-515-B-bug-10257298-10257461	Repair Found	Repair Found	1
temp-515-B-bug-10257348-10257461	Repair Found	Repair Found	1
temp-515-B-bug-10257399-10257461	Repair Found	Repair Found	1
temp-515-B-bug-10257432-10257461	Repair Found	Repair Found	1
temp-515-B-bug-10574311-10618813	Repair Found	Repair Found	1
temp-515-B-bug-10613453-10613480	Repair Found	Repair Found	1
temp-515-B-bug-11099488-11099754	Repair Found	Repair Found	1
temp-515-B-bug-11349195-11349200	Repair Found	Repair Found	1
temp-515-B-bug-11774554-11774710	Repair Found	Repair Found	1
temp-515-B-bug-11826581-11826693	Repair Found	Repair Found	1
temp-515-B-bug-12615092-12615121	Repair Found	Repair Found	1
temp-515-B-bug-13225794-13225798	Repair Found	Repair Found	1
temp-515-B-bug-14858391-14858516	Repair Found	Repair Found	1
temp-515-C-bug-13602128-13602134	Repair Found	Repair Found	1
temp-515-C-bug-16453143-16453198	Repair Found	Repair Found	1
temp-516-A-bug-11839864-11839881	Repair Found	Repair Found	1
temp-518-C-bug-11580719-11580792	Repair Found	Repair Found	1
temp-518-E-bug-10005919-10006662	Repair Found	Repair Found	1
temp-518-E-bug-10005954-10006478	Repair Found	Repair Found	1
temp-518-E-bug-10006532-10006662	Repair Found	Repair Found	1
temp-518-E-bug-10046940-10047080	Repair Found	Repair Found	1
temp-519-A-bug-15075375-15075463	Repair Found	Repair Found	1
temp-519-A-bug-16392859-16392900	Repair Found	Repair Found	1
temp-519-A-bug-16392890-16392900	Repair Found	Repair Found	1
temp-519-C-bug-17314092-17314111	Repair Found	Repair Found	1
temp-520-A-bug-17826973-17826986	Repair Found	Repair Found	1
temp-522-B-bug-10206111-10206127	Repair Found	Repair Found	1
temp-522-B-bug-10301400-10301481	Repair Found	Repair Found	1
temp-522-B-bug-10331321-10331327	Repair Found	Repair Found	1
temp-523-C-bug-10283861-10283890	Repair Found	Repair Found	1
temp-523-C-bug-10296551-10296574	Repair Found	Repair Found	1
temp-525-C-bug-17550779-17550786	Repair Found	Repair Found	1
temp-526-A-bug-10627114-10627124	Repair Found	Repair Found	1
temp-526-A-bug-10966530-10966547	Repair Found	Repair Found	1
temp-527-D-bug-10997019-10997037	Repair Found	Repair Found	1
temp-533-C-bug-11064923-11064977	Repair Found	Repair Found	1
temp-533-C-bug-11109993-11110056	Repair Found	Repair Found	1
temp-533-C-bug-11110039-11110056	Repair Found	Repair Found	1
temp-534-B-bug-11937469-11937475	Repair Found	Repair Found	1
temp-535-A-bug-13831112-13831127	Repair Found	Repair Found	1
temp-535-A-bug-17074609-17074624	Repair Found	Repair Found	1
temp-535-B-bug-16455139-16455151	Repair Found	Repair Found	1
temp-538-A-bug-14000679-14000824	Repair Found	Repair Found	1
temp-538-C-bug-13218399-13218451	Repair Found	Repair Found	1
temp-53-A-bug-7503835-7503845	Repair Found	Repair Found	1
temp-540-B-bug-11967038-11967062	Repair Found	Repair Found	1
temp-540-C-bug-14932535-14932548	Repair Found	Repair Found	1
temp-543-A-bug-11188983-11189003	Repair Found	Repair Found	1
temp-544-A-bug-11416061-11416077	Repair Found	Repair Found	1
temp-544-A-bug-15693252-15693377	Repair Found	Repair Found	1
temp-544-B-bug-11337213-11337227	Repair Found	Repair Found	1
temp-545-A-bug-13257106-13257114	Repair Found	Repair Found	1
temp-546-B-bug-13932383-13932411	Repair Found	Repair Found	1
temp-546-C-bug-11531374-11531501	Repair Found	Repair Found	1
temp-548-A-bug-13402608-13402780	Repair Found	Repair Found	1
temp-548-A-bug-14027378-14027411	Repair Found	Repair Found	1
temp-548-A-bug-16057870-16058252	Repair Found	Repair Found	1
temp-548-B-bug-12621957-12621958	Repair Found	Repair Found	1
temp-548-B-bug-14186312-14186587	Repair Found	Repair Found	1
temp-549-G-bug-13787649-13787739	Repair Found	Repair Found	1
temp-549-H-bug-11477737-11477866	Repair Found	Repair Found	1
temp-549-H-bug-11477802-11477866	Repair Found	Repair Found	1
temp-549-H-bug-11477824-11477866	Repair Found	Repair Found	1
temp-549-H-bug-11477861-11477866	Repair Found	Repair Found	1
temp-54-A-bug-244993-245136	Repair Found	Repair Found	1
temp-54-A-bug-245097-245136	Repair Found	Repair Found	1
temp-550-A-bug-17137160-17137213	Repair Found	Repair Found	1
temp-550-B-bug-13247037-13247053	Repair Found	Repair Found	1
temp-550-C-bug-11606934-11606950	Repair Found	Repair Found	1
temp-550-C-bug-17604861-17604900	Repair Found	Repair Found	1
temp-551-B-bug-13524610-13524750	Repair Found	Repair Found	1
temp-552-B-bug-16459325-16459343	Repair Found	Repair Found	1
temp-552-C-bug-11662136-11662154	Repair Found	Repair Found	1
temp-552-D-bug-11670240-11670625	Repair Found	Repair Found	1
temp-555-A-bug-12699072-12699143	Repair Found	Repair Found	1
temp-556-B-bug-13572610-13572621	Repair Found	Repair Found	1
temp-556-B-bug-13638253-13638828	Repair Found	Repair Found	1
temp-556-C-bug-11922256-11922263	Repair Found	Repair Found	1
temp-557-C-bug-11863496-11864075	Repair Found	Repair Found	1
temp-558-B-bug-12617163-12617241	Repair Found	Repair Found	1
temp-558-C-bug-12074525-12074538	Repair Found	Repair Found	1
temp-558-C-bug-12578372-12578417	Repair Found	Repair Found	1
temp-55-A-bug-267060-267063	Repair Found	Repair Found	1
temp-55-A-bug-283856-283860	Repair Found	Repair Found	1
temp-55-A-bug-283859-283860	Repair Found	Repair Found	1
temp-55-A-bug-8695146-8695698	Repair Found	Repair Found	1
temp-55-C-bug-4110201-4110222	Repair Found	Repair Found	1
temp-55-C-bug-708083-708098	Repair Found	Repair Not Found	3
temp-55-C-bug-708084-708098	Repair Found	Repair Found	1
temp-55-C-bug-708092-708098	Repair Found	Repair Found	1
temp-560-A-bug-14841438-14841441	Repair Found	Repair Found	1
temp-560-A-bug-15922792-15922810	Repair Found	Repair Found	1
temp-560-A-bug-16228862-16228881	Repair Found	Repair Found	1
temp-560-A-bug-16858214-16858245	Repair Found	Repair Found	1
temp-560-B-bug-12466242-12466278	Repair Found	Repair Found	1
temp-560-B-bug-12887450-12887557	Repair Found	Repair Found	1
temp-560-B-bug-13872862-13872973	Repair Found	Repair Found	1
temp-560-B-bug-13872905-13872973	Repair Found	Repair Found	1
temp-567-A-bug-15642406-15642433	Repair Found	Repair Found	1
temp-567-B-bug-13009344-13009380	Repair Found	Repair Found	1
temp-567-B-bug-13872078-13872203	Repair Found	Repair Found	1
temp-567-C-bug-12479894-12480054	Repair Found	Repair Found	1
temp-567-C-bug-12479920-12480054	Repair Found	Repair Found	1
temp-569-A-bug-14545255-14545366	Repair Found	Repair Found	1
temp-569-A-bug-14644600-14644729	Repair Found	Repair Found	1
temp-569-B-bug-16316213-16321990	Repair Found	Unknown	Unknown
temp-569-B-bug-16321920-16321990	Repair Found	Repair Found	1
temp-56-A-bug-16588015-16588031	Repair Found	Repair Found	1
temp-56-B-bug-13657216-13657279	Repair Found	Repair Found	1
temp-570-A-bug-16196292-16196313	Repair Found	Repair Found	1
temp-570-A-bug-16775706-16775736	Repair Found	Repair Found	1
temp-570-A-bug-17548662-17548670	Repair Found	Repair Found	1
temp-570-B-bug-13765547-13765562	Repair Found	Repair Found	1
temp-570-B-bug-13829267-13829285	Repair Found	Repair Found	1
temp-570-B-bug-16196576-16196625	Repair Found	Repair Found	1
temp-570-C-bug-12776044-12776056	Repair Found	Repair Found	1
temp-572-A-bug-15549916-15550049	Repair Found	Repair Found	1
temp-572-A-bug-15579415-15579491	Repair Found	Repair Found	1
temp-572-A-bug-18014147-18014159	Repair Found	Repair Found	1
temp-572-B-bug-12669194-12669278	Repair Found	Repair Found	1
temp-572-B-bug-12691093-12691097	Repair Found	Repair Found	1
temp-574-A-bug-13208209-13208318	Repair Found	Repair Found	1
temp-574-B-bug-12972799-12972852	Repair Found	Repair Found	1
temp-574-D-bug-12763408-12763441	Repair Found	Repair Found	1
temp-579-A-bug-17016241-17016267	Repair Found	Repair Found	1
temp-579-C-bug-13239851-13239885	Repair Found	Repair Found	1
temp-580-A-bug-17525135-17525166	Repair Found	Repair Found	1
temp-580-A-bug-17995379-17995400	Repair Found	Repair Found	1
temp-580-A-bug-18107163-18107188	Repair Found	Repair Found	1
temp-580-A-bug-18257709-18257726	Repair Found	Repair Found	1
temp-580-C-bug-13276992-13277572	Repair Found	Repair Found	1
temp-580-E-bug-13174217-13174260	Repair Found	Repair Found	1
temp-581-A-bug-16086897-16089904	Repair Found	Repair Found	1
temp-581-A-bug-17380720-17380731	Repair Found	Repair Found	1
temp-581-A-bug-17525566-17525597	Repair Found	Repair Found	1
temp-581-C-bug-13505281-13505317	Repair Found	Repair Found	1
temp-581-C-bug-13800941-13801005	Repair Found	Repair Found	1
temp-581-C-bug-13800994-13801005	Repair Found	Repair Found	1
temp-581-C-bug-13820162-13820185	Repair Found	Repair Found	1
temp-583-B-bug-13420442-13420478	Repair Found	Repair Found	1
temp-583-D-bug-13376066-13376339	Repair Found	Repair Found	1
temp-584-B-bug-13510456-13510480	Repair Found	Repair Found	1
temp-584-C-bug-13787329-13787371	Repair Found	Repair Found	1
temp-585-B-bug-13585307-13585419	Repair Found	Repair Found	1
temp-585-B-bug-15514693-15514749	Repair Found	Repair Found	1
temp-586-A-bug-14049719-14049743	Repair Found	Repair Found	1
temp-586-A-bug-17218104-17218138	Repair Found	Repair Found	1
temp-586-B-bug-13581699-13581787	Repair Found	Repair Found	1
temp-586-B-bug-13794468-13794491	Repair Found	Repair Found	1
temp-586-C-bug-13761976-13762495	Repair Found	Repair Found	1
temp-586-E-bug-13614855-13614869	Repair Found	Repair Found	1
temp-587-A-bug-13972360-13972373	Repair Found	Repair Found	1
temp-588-B-bug-16627552-16627559	Repair Found	Repair Found	1
temp-58-A-bug-17762757-17762804	Repair Found	Repair Found	1
temp-58-A-bug-18231253-18231295	Repair Found	Repair Found	1
temp-58-B-bug-13514418-13514452	Repair Found	Repair Found	1
temp-58-C-bug-705815-705818	Repair Found	Repair Found	1
temp-592-A-bug-14168933-14168949	Repair Found	Repair Found	1
temp-592-A-bug-14209191-14209669	Repair Found	Repair Found	1
temp-592-A-bug-14644721-14644772	Repair Found	Repair Found	1
temp-592-A-bug-14928065-14928109	Repair Found	Repair Found	1
temp-592-C-bug-14117787-14117792	Repair Found	Repair Found	1
temp-592-C-bug-15431722-15431767	Repair Found	Repair Found	1
temp-593-B-bug-14086449-14086602	Repair Found	Repair Found	1
temp-593-B-bug-14669840-14669876	Repair Found	Repair Found	1
temp-595-A-bug-14787930-14787994	Repair Found	Repair Found	1
temp-595-B-bug-14165714-14165734	Repair Found	Repair Found	1
temp-598-B-bug-14697979-14698007	Repair Found	Repair Found	1
temp-598-B-bug-15587975-15587993	Repair Found	Repair Found	1
temp-598-B-bug-15739706-15739724	Repair Found	Repair Found	1
temp-598-D-bug-17963030-17963184	Repair Found	Repair Found	1
temp-599-A-bug-17687229-17687340	Repair Found	Repair Found	1
temp-59-A-bug-17307162-17307176	Repair Found	Repair Found	1
temp-59-A-bug-17706574-17706595	Repair Found	Repair Found	1
temp-59-B-bug-5522348-5522356	Repair Found	Repair Found	1
temp-59-C-bug-2254086-2254107	Repair Found	Repair Found	1
temp-59-C-bug-5636170-5648299	Repair Found	Repair Found	1
temp-5-A-bug-10036467-10036518	Repair Found	Repair Found	1
temp-5-A-bug-15644256-15644332	Repair Found	Repair Found	1
temp-5-B-bug-9965328-9965476	Repair Found	Repair Found	1
temp-602-A-bug-15227809-15227829	Repair Found	Repair Found	1
temp-603-A-bug-14677680-14677817	Repair Found	Repair Found	1
temp-603-A-bug-14677732-14677817	Repair Found	Repair Found	1
temp-604-C-bug-14599459-14599969	Repair Found	Repair Found	1
temp-605-A-bug-14896242-14896292	Repair Found	Repair Found	1
temp-606-A-bug-18285290-18285299	Repair Found	Repair Found	1
temp-606-B-bug-14733385-14733456	Repair Found	Repair Found	1
temp-606-B-bug-15172161-15172371	Repair Found	Repair Found	1
temp-607-A-bug-15282572-15282604	Repair Found	Repair Found	1
temp-609-A-bug-17186362-17186457	Repair Found	Repair Found	1
temp-609-A-bug-18262765-18262832	Repair Found	Repair Found	1
temp-609-B-bug-17201065-17201104	Repair Found	Repair Found	1
temp-60-A-bug-514603-514604	Repair Found	Repair Found	1
temp-60-B-bug-10273760-10273815	Repair Found	Repair Found	1
temp-610-A-bug-16780583-16780598	Repair Found	Repair Found	1
temp-610-A-bug-17686263-17686390	Repair Found	Repair Found	1
temp-611-A-bug-15975679-15975698	Repair Found	Repair Found	1
temp-611-A-bug-17424123-17424147	Repair Found	Repair Found	1
temp-611-B-bug-15176596-15176597	Repair Found	Repair Found	1
temp-611-D-bug-15134655-15134907	Repair Found	Repair Found	1
temp-612-A-bug-15846264-15846281	Repair Found	Repair Found	1
temp-612-A-bug-18101020-18101086	Repair Found	Repair Found	1
temp-612-C-bug-15186001-15186009	Repair Found	Repair Found	1
temp-614-B-bug-15428967-15428983	Repair Found	Repair Found	1
temp-614-B-bug-17516351-17516354	Repair Found	Repair Found	1
temp-615-A-bug-15960988-15961003	Repair Found	Repair Found	1
temp-615-A-bug-16523103-16523998	Repair Found	Repair Found	1
temp-616-A-bug-17495581-17495939	Repair Found	Repair Found	1
temp-616-A-bug-18231900-18232066	Repair Found	Repair Found	1
temp-616-D-bug-15468309-15468354	Repair Found	Repair Found	1
temp-617-A-bug-18004157-18004168	Repair Found	Repair Found	1
temp-617-C-bug-15636207-15636240	Repair Found	Repair Found	1
temp-617-D-bug-15602351-15602366	Repair Found	Repair Found	1
temp-61-A-bug-16891215-16891715	Repair Found	Repair Found	1
temp-61-D-bug-14015543-14015549	Repair Found	Repair Found	1
temp-61-D-bug-14015605-14015616	Repair Found	Repair Found	1
temp-620-B-bug-15846277-15846335	Repair Found	Repair Found	1
temp-621-A-bug-17198707-17198711	Repair Found	Repair Found	1
temp-621-C-bug-16012389-16012404	Repair Found	Repair Found	1
temp-622-A-bug-16527934-16528004	Repair Found	Repair Found	1
temp-622-A-bug-18068430-18068439	Repair Found	Repair Found	1
temp-622-F-bug-15963407-15963419	Repair Found	Repair Found	1
temp-623-A-bug-16528902-16528911	Repair Found	Repair Found	1
temp-624-B-bug-16010770-16010782	Repair Found	Repair Found	1
temp-624-B-bug-16010781-16010782	Repair Found	Repair Found	1
temp-624-B-bug-16071433-16071500	Repair Found	Repair Found	1
temp-624-D-bug-15810925-15811373	Repair Found	Repair Found	1
temp-625-B-bug-15988623-15989814	Repair Found	Repair Found	1
temp-625-B-bug-15988818-15989814	Repair Found	Repair Found	1
temp-625-B-bug-15989367-15989814	Repair Found	Repair Found	1
temp-625-B-bug-15989405-15989814	Repair Found	Repair Found	1
temp-625-B-bug-15989422-15989814	Repair Found	Repair Found	1
temp-626-A-bug-16228568-16228576	Repair Found	Repair Found	1
temp-626-A-bug-16552723-16552918	Repair Found	Repair Found	1
temp-626-B-bug-16061439-16061452	Repair Found	Repair Found	1
temp-626-B-bug-17396998-17397014	Repair Found	Repair Found	1
temp-627-C-bug-17162647-17164467	Repair Found	Repair Found	1
temp-628-C-bug-16210003-16210047	Repair Found	Repair Found	1
temp-629-B-bug-16309205-16309227	Repair Found	Repair Found	1
temp-62-A-bug-4926337-4926341	Repair Found	Repair Found	1
temp-62-A-bug-7067912-7067978	Repair Found	Repair Found	1
temp-630-J-bug-16885448-16885458	Repair Found	Repair Found	1
temp-631-A-bug-16508368-16508371	Repair Found	Repair Found	1
temp-633-A-bug-17175159-17175278	Repair Found	Repair Found	1
temp-633-A-bug-17175268-17175278	Repair Found	Repair Found	1
temp-633-A-bug-17179947-17180046	Repair Found	Repair Found	1
temp-633-A-bug-17465999-17468921	Repair Found	Repair Found	1
temp-633-A-bug-17688004-17688228	Repair Found	Repair Found	1
temp-637-A-bug-16747066-16747205	Repair Found	Repair Found	1
temp-637-C-bug-16700213-16702159	Repair Found	Repair Found	1
temp-638-A-bug-17070328-17070373	Repair Found	Repair Found	1
temp-638-A-bug-17137777-17137786	Repair Found	Repair Found	1
temp-651-A-bug-17415829-17415879	Repair Found	Repair Found	1
temp-651-A-bug-17590724-17590757	Repair Found	Repair Found	1
temp-651-A-bug-17711025-17711041	Repair Found	Repair Found	1
temp-651-A-bug-18131602-18131652	Repair Found	Repair Found	1
temp-651-A-bug-18248422-18248449	Repair Found	Repair Found	1
temp-651-A-bug-18248433-18248449	Repair Found	Repair Found	1
temp-651-B-bug-17869219-17869238	Repair Found	Repair Found	1
temp-652-A-bug-16933047-16933323	Repair Found	Repair Found	1
temp-652-A-bug-16935508-16935759	Repair Found	Repair Found	1
temp-652-A-bug-16949859-16949977	Repair Found	Repair Found	1
temp-652-B-bug-16976473-16976485	Repair Found	Repair Found	1
temp-653-A-bug-17393443-17393469	Repair Found	Repair Found	1
temp-653-A-bug-17393445-17393471	Repair Found	Repair Found	1
temp-653-A-bug-17874187-17874264	Repair Found	Repair Found	1
temp-653-C-bug-16815431-16815566	Repair Found	Repair Found	1
temp-657-B-bug-17001280-17002157	Repair Found	Repair Found	1
temp-658-A-bug-17124136-17124153	Repair Found	Repair Found	1
temp-658-B-bug-17017536-17017553	Repair Found	Repair Found	1
temp-659-A-bug-17975869-17975883	Repair Found	Repair Found	1
temp-659-A-bug-18002697-18002735	Repair Found	Repair Found	1
temp-659-A-bug-18046824-18046876	Repair Found	Repair Found	1
temp-659-B-bug-17119116-17119127	Repair Found	Repair Found	1
temp-659-B-bug-17894976-17895095	Repair Found	Repair Found	1
temp-659-C-bug-18014796-18014829	Repair Found	Repair Found	1
temp-659-D-bug-18135109-18135261	Repair Found	Repair Found	1
temp-65-A-bug-13122405-13122458	Repair Found	Repair Found	1
temp-660-C-bug-17261637-17261779	Repair Found	Repair Found	1
temp-665-A-bug-17410620-17410635	Repair Found	Repair Found	1
temp-665-A-bug-17418126-17418187	Repair Found	Repair Found	1
temp-665-C-bug-17762752-17762802	Repair Found	Repair Found	1
temp-667-B-bug-17695394-17695408	Repair Found	Repair Found	1
temp-669-B-bug-17502394-17502399	Repair Found	Repair Found	1
temp-66-A-bug-13987166-13987365	Repair Found	Repair Found	1
temp-66-B-bug-1097687-1097693	Repair Found	Repair Found	1
temp-66-B-bug-1400635-1400686	Repair Found	Repair Found	1
temp-66-B-bug-326323-326337	Repair Found	Repair Found	1
temp-670-A-bug-17963192-17963395	Repair Found	Repair Found	1
temp-670-A-bug-17977538-17977571	Repair Found	Repair Found	1
temp-670-A-bug-18092540-18092564	Repair Found	Repair Found	1
temp-670-A-bug-18166226-18166254	Repair Found	Repair Found	1
temp-670-B-bug-17964171-17964201	Repair Found	Repair Found	1
temp-670-D1-bug-17746468-17747253	Repair Found	Repair Found	1
temp-670-D1-bug-17822855-17822888	Repair Found	Repair Found	1
temp-670-D1-bug-17917073-17917152	Repair Found	Repair Found	1
temp-670-E-bug-17742117-17743180	Repair Found	Repair Found	1
temp-670-E-bug-18043530-18043600	Repair Found	Repair Found	1
temp-672-A-bug-18054472-18054639	Repair Found	Repair Found	1
temp-672-B-bug-17918532-17918557	Repair Found	Repair Found	1
temp-672-B-bug-18005740-18005766	Repair Found	Repair Found	1
temp-673-A-bug-18045973-18046099	Repair Found	Repair Found	1
temp-673-A-bug-18047067-18047105	Repair Found	Repair Found	1
temp-673-A-bug-18098093-18098213	Repair Found	Repair Found	1
temp-673-A-bug-18107129-18107272	Repair Found	Repair Found	1
temp-673-A-bug-18141268-18141293	Repair Found	Repair Found	1
temp-673-A-bug-18161764-18161769	Repair Found	Repair Found	1
temp-674-B-bug-17793278-17793353	Repair Found	Repair Found	1
temp-675-A-bug-18211752-18211767	Repair Found	Unknown	Unknown
temp-675-A-bug-18212155-18212162	Repair Found	Unknown	Unknown
temp-675-A-bug-18229069-18229099	Repair Found	Unknown	Unknown
temp-676-A-bug-18211282-18211363	Repair Found	Unknown	Unknown
temp-676-E-bug-18114142-18114208	Repair Found	Unknown	Unknown
temp-677-A-bug-18331987-18332002	Repair Found	Unknown	Unknown
temp-677-C-bug-18281182-18281188	Repair Found	Unknown	Unknown
temp-680-A-bug-18324090-18324179	Repair Found	Unknown	Unknown
temp-680-A-bug-18328600-18328854	Repair Found	Unknown	Unknown
temp-680-A-bug-18334741-18334774	Repair Found	Unknown	Unknown
temp-680-A-bug-18334761-18334774	Repair Found	Unknown	Unknown
temp-680-A-bug-18343172-18343191	Repair Found	Unknown	Unknown
temp-680-B-bug-18325992-18326592	Repair Found	Unknown	Unknown
temp-680-B-bug-18330497-18330569	Repair Found	Unknown	Unknown
temp-680-B-bug-18336377-18336395	Repair Found	Unknown	Unknown
temp-680-B-bug-18339407-18339463	Repair Found	Unknown	Unknown
temp-680-B-bug-18342471-18342764	Repair Found	Unknown	Unknown
temp-680-B-bug-18342732-18342779	Repair Found	Unknown	Unknown
temp-68-A-bug-1763342-1763346	Repair Found	Unknown	Unknown
temp-68-A-bug-341295-341524	Repair Found	Unknown	Unknown
temp-68-A-bug-4431487-4431492	Repair Found	Unknown	Unknown
temp-69-A-bug-17925333-17925383	Repair Found	Unknown	Unknown
temp-69-A-bug-17925362-17925383	Repair Found	Unknown	Unknown
temp-69-A-bug-18348092-18348258	Repair Found	Unknown	Unknown
temp-69-B-bug-18294344-18294349	Repair Found	Unknown	Unknown
temp-69-B-bug-349893-349996	Repair Found	Unknown	Unknown
temp-69-B-bug-350935-350951	Repair Found	Unknown	Unknown
temp-6-A-bug-15237294-15237317	Repair Found	Unknown	Unknown
temp-6-A-bug-17180258-17180297	Repair Found	Unknown	Unknown
temp-6-B-bug-10817984-10817999	Repair Found	Unknown	Unknown
temp-6-B-bug-11131552-11131664	Repair Found	Unknown	Unknown
temp-6-B-bug-14639350-14639420	Repair Found	Unknown	Unknown
temp-6-B-bug-1949565-1949597	Repair Found	Unknown	Unknown
temp-6-C-bug-10865678-10865690	Repair Found	Unknown	Unknown
temp-6-C-bug-11148576-11150029	Repair Found	Unknown	Unknown
temp-6-C-bug-11536006-11536039	Repair Found	Unknown	Unknown
temp-6-C-bug-11542887-11542898	Repair Found	Unknown	Unknown
temp-6-C-bug-12776326-12776346	Repair Found	Unknown	Unknown
temp-70-A-bug-7368061-7368075	Repair Found	Unknown	Unknown
temp-70-B-bug-357256-357298	Repair Found	Unknown	Unknown
temp-71-A-bug-18330328-18330409	Repair Found	Unknown	Unknown
temp-71-B-bug-15162402-15162412	Repair Found	Unknown	Unknown
temp-71-B-bug-636712-636716	Repair Found	Unknown	Unknown
temp-71-C-bug-366584-366587	Repair Found	Unknown	Unknown
temp-74-A-bug-2909223-2909244	Repair Found	Unknown	Unknown
temp-74-A-bug-7737296-7737317	Repair Found	Unknown	Unknown
temp-74-B-bug-390704-390850	Repair Found	Unknown	Unknown
temp-75-A-bug-14683488-14683500	Repair Found	Unknown	Unknown
temp-75-D-bug-1174665-1174674	Repair Found	Unknown	Unknown
temp-75-D-bug-1174673-1174674	Repair Found	Unknown	Unknown
temp-76-F-bug-380645-380666	Repair Found	Unknown	Unknown
temp-76-F-bug-380654-380666	Repair Found	Unknown	Unknown
temp-78-A-bug-13814982-13814989	Repair Found	Unknown	Unknown
temp-79-A-bug-15633450-15633474	Repair Found	Unknown	Unknown
temp-79-A-bug-2128939-2128958	Repair Found	Unknown	Unknown
temp-7-A-bug-2751745-2752362	Repair Found	Unknown	Unknown
temp-7-A-bug-4051713-4051720	Repair Found	Unknown	Unknown
temp-7-A-bug-5271056-5284201	Repair Found	Unknown	Unknown
temp-7-A-bug-7783843-7783872	Repair Found	Unknown	Unknown
temp-7-B-bug-11565613-11565672	Repair Found	Unknown	Unknown
temp-7-B-bug-17996348-17996371	Repair Found	Unknown	Unknown
temp-7-B-bug-30617-31098	Repair Found	Unknown	Unknown
temp-7-B-bug-30901-31431	Repair Found	Unknown	Unknown
temp-80-A-bug-15193653-15193669	Repair Found	Unknown	Unknown
temp-80-A-bug-17024233-17024254	Repair Found	Unknown	Unknown
temp-81-B-bug-5828640-5828650	Repair Found	Unknown	Unknown
temp-81-B-bug-9507237-9507254	Repair Found	Unknown	Unknown
temp-81-D-bug-1132860-1132864	Repair Found	Unknown	Unknown
temp-82-A-bug-16870449-16870616	Repair Found	Unknown	Unknown
temp-82-B-bug-1147223-1147225	Repair Found	Unknown	Unknown
temp-83-A-bug-2290311-2290364	Repair Found	Unknown	Unknown
temp-84-D-bug-450254-450299	Repair Found	Unknown	Unknown
temp-88-B-bug-7300568-7300608	Repair Found	Unknown	Unknown
temp-88-D-bug-481300-481351	Repair Found	Unknown	Unknown
temp-8-B-bug-36489-36547	Repair Found	Unknown	Unknown
temp-8-B-bug-459037-459038	Repair Found	Unknown	Unknown
temp-90-A-bug-3761963-3761989	Repair Found	Unknown	Unknown
temp-90-A-bug-753563-753566	Repair Found	Unknown	Unknown
temp-90-B-bug-583796-583799	Repair Found	Unknown	Unknown
temp-91-B-bug-17895992-17896007	Repair Found	Unknown	Unknown
temp-91-B-bug-17913468-17913512	Repair Found	Unknown	Unknown
temp-92-A-bug-15227260-15227314	Repair Found	Unknown	Unknown
temp-92-A-bug-17083644-17083683	Repair Found	Unknown	Unknown
temp-94-B-bug-18256561-18256595	Repair Found	Unknown	Unknown
temp-94-B-bug-516245-516290	Repair Found	Unknown	Unknown
temp-94-B-bug-525927-525930	Repair Found	Unknown	Unknown
temp-94-B-bug-562660-562666	Repair Found	Unknown	Unknown
temp-95-B-bug-535689-536090	Repair Found	Unknown	Unknown
